PARENTNAME,OWNER_NAME,OPER_NAME,PLANT_NAME,PHYS_CITY,P_COUNTY,UNIT_STATE,P_ST_NAME,P_COUNTRY,MARKET_REG,WORLD_REG,IND_CODE_DESC,SIC_CODE,PLANT_ID,UNIT_NAME,UNIT_ID,UNIT_TYPE,OUT_DESIGN,KO_DATE,STARTUP,STARTYEAR,SHUTDOWN,PRIM_FUEL,SECND_FUEL,FUEL_GROUP,HEAT_RATE,PWR_USAGE,U_STATUS,BOIL_NAME,BOILERTYPE,BMFR_NAME,BOIL_INFO,STEAM,STEAM_UOM,STEAM_TON,PRESSURE,PRES_UOM,PRES_BAR,TEMP,TEMP_UOM,TEMP_CEL,DESIGNFIRM,CONSTFIRM,MMBTU_HR,KO_YEAR,LATITUDE,LONGITUDE,COGEN_CHP
WEC Energy Group,Wisconsin Public Service Corporation,Wisconsin Public Service Corporation,Weston Power Station,Rothschild,Marathon,WI,Wisconsin,U.S.A.,Great Lakes,North America,Power,4911,1012909,Weston 04,1027340,Steam Turbine,595,5-Oct-04,19-Jun-08,2008,,Coal Subbituminous,Natural Gas,Coal,8255,Base Load,Operational,Boiler 04,Dry Bottom Boiler,Babcock & Wilcox,PC Opposed-Fired Supercritical LNB OFA SCR FGD-DS,3641000,lbs/hr,1820.5,3775,PSIG,260,1085,deg F,585,Black & Veatch,,,2004,44.8606,-89.6553,0
Evergy Incorporated,Kansas City Power & Light Company,Kansas City Power & Light Company,Hawthorn Power Station,Kansas City,Jackson,MO,Missouri,U.S.A.,Midwest,North America,Power,4911,1014759,Hawthorn 05,1004190,Steam Turbine,594.3,,1-May-69,1969,,Coal Subbituminous,Natural Gas,Coal,9995,Peak Load,Operational,Boiler 05A,Dry Bottom Boiler,Babcock & Wilcox,Opposed-Fired FGD-DS SCR BAG LNB OFA,3900000,lbs/hr,1950,2400,PSIG,165,1000,deg F,538,Burns & McDonnell,,6745,,39.1306,-94.4778,0
Vistra Energy Corporation,Luminant Generation Company LLC,Luminant Generation Company LLC,Monticello Power Station,Mount Pleasant,Titus,TX,Texas,U.S.A.,Southwest,North America,Power,4931,1002103,Monticello 02,1008599,Steam Turbine,593.4,,8-Dec-75,1975,4-Jan-18,Coal Lignite,Coal Subbituminous,Coal,11136,Base Load,Closed,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired ESP-CS FGC BAG (SNCR-5/09),4025000,lbs/hr,2012.5,3825,PSIG,264,1005,deg F,541,Ebasco,Brown & Root,,,33.0917,-95.0417,0
Vistra Energy Corporation,Luminant Generation Company LLC,Luminant Generation Company LLC,Monticello Power Station,Mount Pleasant,Titus,TX,Texas,U.S.A.,Southwest,North America,Power,4931,1002103,Monticello 01,1008598,Steam Turbine,593.4,,23-Dec-74,1974,4-Jan-18,Coal Lignite,Coal Subbituminous,Coal,11136,Base Load,Closed,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS FGC BAG SNCR,4025000,lbs/hr,2012.5,3825,PSIG,264,1005,deg F,541,Ebasco,Brown & Root,,,33.0917,-95.0417,0
East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),East Kentucky Power Cooperative (EKPC),H L Spurlock Power Station,Maysville,Mason,KY,Kentucky,U.S.A.,Great Lakes,North America,Power,4911,1014316,Spurlock 02 ST,1006482,Steam Turbine,592.1,,1-Mar-81,1981,,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,9880,Base Load,Operational,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB SCR ESP-HS FGD-DS,3800000,lbs/hr,1900,2990,PSIG,206,1005,deg F,541,,,5600,,38.699711,-83.815892,0
Entergy Corporation,Entergy Gulf States Incorporated,Entergy Gulf States Incorporated,Willow Glen Power Station,Saint Gabriel,Iberville,LA,Louisiana,U.S.A.,Southwest,North America,Power,4911,1012723,Willow Glen 03,1004564,Steam Turbine,592,,1-Dec-68,1968,31-May-16,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,11650,Peak Load,Removed,Boiler 03,Watertube Boiler,Wood Foster Wheeler,Opposed-Fired FGR LNB ESP-CS,4048000,lbs/hr,2024,3850,PSIG,265,1005,deg F,541,Stone & Webster,,,,30.2743,-91.1164,0
Entergy Corporation,Entergy Gulf States Louisiana LLC,Entergy Gulf States Louisiana LLC,Roy S Nelson Power Station,Westlake,Calcasieu,LA,Louisiana,U.S.A.,Southwest,North America,Power,4911,1506337,Roy S Nelson 04,1009967,Steam Turbine,592,,1-Jul-70,1970,30-Jun-18,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,11864,Peak Load,Mothballed,Boiler 04,Watertube Boiler,Babcock & Wilcox,"Opposed-Fired FGR, OFA, ESP-CS",4035000,lbs/hr,2017.5,2400,PSIG,165,1000,deg F,538,Stone & Webster,Stone & Webster,5400,,30.283333,-93.288611,0
Entergy Corporation,Entergy Gulf States Incorporated,Entergy Gulf States Incorporated,Willow Glen Power Station,Saint Gabriel,Iberville,LA,Louisiana,U.S.A.,Southwest,North America,Power,4911,1012723,Willow Glen 05,1004569,Steam Turbine,591.8,,1-Jan-76,1976,31-May-16,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,11650,Peak Load,Removed,Boiler 05,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired LNB,4035000,lbs/hr,2017.5,3850,PSIG,265,1005,deg F,541,Bechtel Corporation,,,,30.2743,-91.1164,0
Entergy Corporation,Entergy Gulf States Incorporated,Entergy Gulf States Incorporated,Willow Glen Power Station,Saint Gabriel,Iberville,LA,Louisiana,U.S.A.,Southwest,North America,Power,4911,1012723,Willow Glen 04,1004566,Steam Turbine,591.8,,1-Jan-73,1973,31-May-16,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,11650,Peak Load,Removed,Boiler 04,Watertube Boiler,Babcock & Wilcox,Opposed-Fired LEA,4035000,lbs/hr,2017.5,3650,PSIG,252,1005,deg F,541,Stone & Webster,,,,30.2743,-91.1164,0
Entergy Corporation,Entergy Texas Incorporated,Entergy Texas Incorporated,Sabine Power Station,Orange,Orange,TX,Texas,U.S.A.,Southwest,North America,Power,4911,1001024,Sabine 04,1008201,Steam Turbine,591.6,,1-Aug-74,1974,,Natural Gas,,Natural Gas,10640,Intermediate Load,Operational,Boiler 04,Watertube Boiler,Babcock & Wilcox,Opposed-Fired FGR BFAB,4035000,lbs/hr,2017.5,3600,PSIG,248,1000,deg F,538,Brown & Root,Brown & Root,,,30.02339,-93.876972,0
Vistra Energy Corporation,Luminant Generation Company LLC,Luminant Generation Company LLC,Sandow Power Station,Rockdale,Milam,TX,Texas,U.S.A.,Southwest,North America,Power,4931,1003751,Sandow 04,1004187,Steam Turbine,590.6,,15-May-81,1981,10-Jan-18,Coal Lignite,Fuel Oil No. 2 Distillate Diesel,Coal,11202,Base Load,Closed,Boiler 04,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,"PC Tangential-Fired, Supercritical, OFA, LNB, ESP-CS, FGD-WS, SCR  ACIS",4125000,lbs/hr,2062.5,3850,PSIG,265,1005,deg F,541,Brown & Root,,,,30.566702,-97.064653,0
Santee Cooper,Santee Cooper,Santee Cooper,Cross Generating Station,Pineville,Berkeley,SC,South Carolina,U.S.A.,Mid Atlantic,North America,Power,4911,1011896,Cross 01,1008373,Steam Turbine,590,1-Apr-91,1-May-95,1995,,Coal Bituminous,,Coal,9470,Intermediate Load,Operational,Boiler 01,Dry Bottom Boiler,Wood Foster Wheeler,PC Opposed-Fired LNB OFA SCR ESP-CS FGD-WS,4100000,lbs/hr,2050,2955,PSIG,204,1005,deg F,541,,,,1991,33.369635,-80.112105,0
CLECO Corporation,Cleco Cajun LLC,Cleco Cajun LLC,Big Cajun II Power Station,New Roads,Pointe Coupee,LA,Louisiana,U.S.A.,Southwest,North America,Power,4931,1005163,Big Cajun II 02,1004083,Steam Turbine,590,,1-Jun-81,1981,,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,9825,Intermediate Load,Operational,Boiler 02,Dry Bottom Boiler,Riley Stoker Corporation,PC Opposed/Turbo-Fired LNB OFA ESP-CS (Fuel Tech SNCR 3/2014) (ACI-10/2014),4300000,lbs/hr,2150,2620,PSIG,181,1005,deg F,541,Brown & Root,,6420,,30.7263,-91.3686,0
Vistra Energy Corporation,Dynegy Midwest Generation Incorporated,Dynegy Midwest Generation Incorporated,Baldwin Energy Complex,Baldwin,Randolph,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4931,1013169,Baldwin 02,1006436,Steam Turbine,585.8,,1-May-73,1973,1-Jan-25,Coal Subbituminous,Tire Derived Fuel,Coal,10534,Base Load,Operational,Boiler 02,Wet Bottom Boiler,Babcock & Wilcox,Cyclone-Fired OFA SCR ESP-CS FGC (FGD-DS Spring 2011),4199000,lbs/hr,2099.5,3025,PSIG,209,1005,deg F,541,,,,,38.204341,-89.855609,0
Vistra Energy Corporation,Dynegy Midwest Generation Incorporated,Dynegy Midwest Generation Incorporated,Baldwin Energy Complex,Baldwin,Randolph,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4931,1013169,Baldwin 03,1006437,Steam Turbine,585.5,,1-Jun-75,1975,17-Oct-16,Coal Subbituminous,Fuel Oil No. 2 Distillate Diesel,Coal,10534,Base Load,Closed,Boiler 03,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS FGC FGD-DS BAG,4220000,lbs/hr,2110,2990,PSIG,206,1005,deg F,541,,,,,38.204341,-89.855609,0
ALLETE,Minnesota Power,Minnesota Power,Clay Boswell Energy Center,Cohasset,Itasca,MN,Minnesota,U.S.A.,Midwest,North America,Power,4911,1015045,Clay Boswell 04,1006421,Steam Turbine,585,,1-May-80,1980,31-Dec-35,Coal Subbituminous,Natural Gas,Coal,10867,Base Load,Operational,Boiler 04,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,CCRR11875 PC Tangential-Fired OFA ESP-HS (Alstom BAG FGD-DS Semi Dry 10/2015) ACIS SNCR,3800000,lbs/hr,1900,2660,PSIG,183,1005,deg F,541,Ebasco,Ebasco,6800,,47.262471,-93.652328,0
Stonepeak Infrastructure Partners,Canal Generating LLC,NAES Corporation,Canal Generating Plant,Sandwich,Barnstable,MA,Massachusetts,U.S.A.,New England,North America,Power,4931,1016546,Canal 01,1007501,Steam Turbine,584.6,,1-Jul-68,1968,,Fuel Oil No. 6 Residual,Natural Gas,Fuel Oil,10605,Peak Load,Operational,Boiler 01,Dry Bottom Boiler,Babcock & Wilcox,Opposed-Fired LNB FGR OFA SCR ESP-CS,4000000,lbs/hr,2000,2400,PSIG,165,1000,deg F,538,Stone & Webster,Stone & Webster,5083,,41.770436,-70.509384,0
Vistra Energy Corporation,Dynegy Midwest Generation Incorporated,Dynegy Midwest Generation Incorporated,Baldwin Energy Complex,Baldwin,Randolph,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4931,1013169,Baldwin 01,1006435,Steam Turbine,584.3,,1-Jul-70,1970,1-Jan-25,Coal Subbituminous,Tire Derived Fuel,Coal,10534,Base Load,Operational,Boiler 01,Wet Bottom Boiler,Babcock & Wilcox,Cyclone-Fired OFA SCR ESP-CS FGC FGD-DS/BAG Fall 2011,4199000,lbs/hr,2099.5,3025,PSIG,209,1005,deg F,541,,,,,38.204341,-89.855609,0
Entergy Corporation,Entergy Louisiana LLC,Entergy Louisiana LLC,Michoud Power Station,New Orleans,Orleans,LA,Louisiana,U.S.A.,Southwest,North America,Power,4911,1005162,Michoud 03,1005887,Steam Turbine,582.3,,1-Aug-67,1967,31-May-16,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,10929,Base Load,Closed,Boiler 03,Dry Bottom Boiler,Wood Foster Wheeler,Supercritical Opposed-Fired,3980000,lbs/hr,1990,3600,PSIG,248,1005,deg F,541,Ebasco,Ebasco,,,30.008059,-89.937215,0
Entergy Corporation,Entergy Louisiana LLC,EthosEnergy,Little Gypsy Power Station,La Place,Saint Charles,LA,Louisiana,U.S.A.,Southwest,North America,Power,4911,1004665,Little Gypsy 03,1005182,Steam Turbine,582.3,,1-Mar-69,1969,,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,10780,Intermediate Load,Operational,Boiler 03,Watertube Boiler,Wood Foster Wheeler,"Supercritical Opposed-Fired, FGR",3980000,lbs/hr,1990,3600,PSIG,248,1005,deg F,541,Black & Veatch,Ebasco,,,30.005356,-90.4610941,0
NRG Energy Incorporated,NRG Texas Power LLC,NRG Texas Power LLC,W A Parish Power Station,Thompsons,Fort Bend,TX,Texas,U.S.A.,Southwest,North America,Power,4931,1013212,W A Parish 04,1004012,Steam Turbine,580.5,,1-Jun-68,1968,,Natural Gas,,Natural Gas,10684,Peak Load,Operational,Boiler 04,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired FGR LEA,3980000,lbs/hr,1990,3600,PSIG,248,1005,deg F,541,Black & Veatch,Ebasco,,,29.4825,-95.631111,0
"TexGen Power, LLC","Mountain Creek Power, LLC",EthosEnergy,Mountain Creek Power Station,Dallas,Dallas,TX,Texas,U.S.A.,Southwest,North America,Power,4931,1012996,Mountain Creek 08,1008726,Steam Turbine,580.5,,11-Jul-67,1967,,Natural Gas,Fuel Oil No. 5 Residual,Natural Gas,12630,Peak Load,Operational,Boiler 08,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Supercritical Tangential-Fired LNB SCR,3980000,lbs/hr,1990,3600,PSIG,248,1005,deg F,541,Ebasco,Ebasco,,,32.726229,-96.936423,0
Vistra Energy Corporation,Luminant Generation Company LLC,Luminant Generation Company LLC,Tradinghouse Creek Power Station,Waco,McLennan,TX,Texas,U.S.A.,Southwest,North America,Power,4931,1000923,Tradinghouse Creek 01,1008672,Steam Turbine,580.5,,4-Apr-70,1970,31-Dec-09,Natural Gas,,Natural Gas,11976,Peak Load,Removed,Boiler 01,Watertube Boiler,Babcock & Wilcox,Opposed-Fired LNB OFA FGR,4012000,lbs/hr,2006,3500,PSIG,241,1000,deg F,538,Brown & Root,,,,31.573502,-96.964208,0
Vistra Energy Corporation,Luminant Generation Company LLC,Luminant Generation Company LLC,Valley Power Station,Savoy,Fannin,TX,Texas,U.S.A.,Southwest,North America,Power,4931,1000035,Valley 02,1008554,Steam Turbine,580.5,,19-Dec-67,1967,30-Sep-10,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,12881,Peak Load,Removed,Boiler 02,Dry Bottom Boiler,Babcock & Wilcox,Opposed-Fired,3900000,lbs/hr,1950,3400,PSIG,234,1000,deg F,538,Brown & Root,Brown & Root,,,33.62849,-96.36774,0
Stonepeak Infrastructure Partners,Canal Generating LLC,NAES Corporation,Canal Generating Plant,Sandwich,Barnstable,MA,Massachusetts,U.S.A.,New England,North America,Power,4931,1016546,Canal 02,1007504,Steam Turbine,580,,1-Feb-76,1976,,Fuel Oil No. 6 Residual,Natural Gas,Fuel Oil,10605,Peak Load,Operational,Boiler 02,Dry Bottom Boiler,Babcock & Wilcox,Opposed-Fired OFA FGR LNB ESP-CS,4000000,lbs/hr,2000,2400,PSIG,165,1000,deg F,538,Stone & Webster,Stone & Webster,5682,,41.770436,-70.509384,0
Commercial Development Company Incorporated,"Environmental Liability Transfer, Incorporated","Environmental Liability Transfer, Incorporated",Tanners Creek Power Station,Lawrenceburg,Dearborn,IN,Indiana,U.S.A.,Great Lakes,North America,Power,4911,1010465,Tanners Creek 04,1004657,Steam Turbine,579.7,,1-Jul-64,1964,1-Jun-15,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,9948,Base Load,Removed,Boiler 04,Wet Bottom Boiler,Babcock & Wilcox,Cyclone-Fired ESP-CS (SNCR-2010),3840000,lbs/hr,1920,3500,PSIG,241,1050,deg F,566,AEP Pro Serv,AEP Pro Serv,4990,,39.0814,-84.8594,0
Southern Company,Georgia Power Company,Georgia Power Company,Hammond Steam-Electric Generating Station,Rome,Floyd,GA,Georgia,U.S.A.,Southeast,North America,Power,4911,1516000,Hammond 04,1004520,Steam Turbine,578,,1-Dec-70,1970,16-Jul-19,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,10034,Base Load,Closed,Boiler 04,Dry Bottom Boiler,Wood Foster Wheeler,"PC Opposed-Fired LNB AOFA (Research- Cottrell Dry-ESP-CS 1970) FGC, (Mitsubishi SCR 2002), (Common Advatech DCFS FGD-WS)",3626000,lbs/hr,1813,2875,PSIG,198,1000,deg F,538,Southern Company Services,,5972,,34.2528,-85.3456,0
NextEra Energy Incorporated,Florida Power & Light Company,Florida Power & Light Company,Gulf Clean Energy Center,Pensacola,Escambia,FL,Florida,U.S.A.,Southeast,North America,Power,4911,1505928,Gulf Clean Energy 07,1006853,Steam Turbine,578,,1-Aug-73,1973,,Natural Gas,,Natural Gas,10447,Base Load,Operational,Boiler 07,Dry Bottom Boiler,Wood Foster Wheeler,PC Opposed-Fired LNB ESP-CS SCR FGD-WS,3626000,lbs/hr,1813,2875,PSIG,198,1000,deg F,538,,,,,30.5661,-87.2244,0
Berkshire Hathaway Incorporated,PacifiCorp,Rocky Mountain Power,Jim Bridger Power Station,Point Of Rocks,Sweetwater,WY,Wyoming,U.S.A.,Rocky Mountains,North America,Power,4911,1015362,Jim Bridger 02,1007969,Steam Turbine,577.9,,1-Dec-75,1975,31-Dec-28,Coal Subbituminous,Fuel Oil No. 2 Distillate Diesel,Coal,10492,Base Load,Operational,Boiler 72,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential/Concentric Fired LNB OFA ESP (FGD-2017),3980000,lbs/hr,1990,2660,PSIG,183,1005,deg F,541,Bechtel Corporation,Bechtel Corporation,5610,,41.7378,-108.7875,0
Berkshire Hathaway Incorporated,PacifiCorp,Rocky Mountain Power,Jim Bridger Power Station,Point Of Rocks,Sweetwater,WY,Wyoming,U.S.A.,Rocky Mountains,North America,Power,4911,1015362,Jim Bridger 04,1007978,Steam Turbine,577.9,,1-Nov-79,1979,31-Dec-37,Coal Subbituminous,Fuel Oil No. 2 Distillate Diesel,Coal,10492,Base Load,Operational,Boiler 74,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential/Concentric Fired LNB OFA ESP FGD-WS (Riley or B&W SCR-04/2016),3980000,lbs/hr,1990,2660,PSIG,183,1005,deg F,541,Bechtel Corporation,Bechtel Corporation,5610,,41.7378,-108.7875,0
Berkshire Hathaway Incorporated,PacifiCorp,Rocky Mountain Power,Jim Bridger Power Station,Point Of Rocks,Sweetwater,WY,Wyoming,U.S.A.,Rocky Mountains,North America,Power,4911,1015362,Jim Bridger 01,1007968,Steam Turbine,577.9,,1-Nov-74,1974,31-Dec-23,Coal Subbituminous,Fuel Oil No. 2 Distillate Diesel,Coal,10492,Base Load,Operational,Boiler 71,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential/Concentric Fired LNB OFA ESP (FGD-2017),3980000,lbs/hr,1990,2660,PSIG,183,1005,deg F,541,Bechtel Corporation,Bechtel Corporation,5610,,41.7378,-108.7875,0
Berkshire Hathaway Incorporated,PacifiCorp,Rocky Mountain Power,Jim Bridger Power Station,Point Of Rocks,Sweetwater,WY,Wyoming,U.S.A.,Rocky Mountains,North America,Power,4911,1015362,Jim Bridger 03,1007975,Steam Turbine,577.9,,1-Sep-76,1976,31-Dec-37,Coal Subbituminous,Fuel Oil No. 2 Distillate Diesel,Coal,10492,Base Load,Operational,Boiler 73,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential/Concentric Fired LNB OFA ESP FGD-WS (Riley or B&W SCR-10/2015),3980000,lbs/hr,1990,2660,PSIG,183,1005,deg F,541,Bechtel Corporation,Bechtel Corporation,5610,,41.7378,-108.7875,0
FirstEnergy Corporation,FirstEnergy Corporation,FirstEnergy Corporation,Fort Martin Power Station,Maidsville,Monongalia,WV,West Virginia,U.S.A.,Mid Atlantic,North America,Power,4931,1016578,Fort Martin 02,1008055,Steam Turbine,576,,1-Dec-68,1968,,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,9638,Base Load,Operational,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Opposed-Fired LNB OFA SNCR ESP-CS FGD-WS,4000000,lbs/hr,2000,3810,PSIG,263,1010,deg F,543,Burns & Roe,,4634,,39.711086,-79.927374,0
FirstEnergy Corporation,FirstEnergy Corporation,FirstEnergy Corporation,Hatfield's Ferry Power Station,Masontown,Fayette,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1013786,Hatfields Ferry 02,1005584,Steam Turbine,576,,1-Oct-70,1970,9-Oct-13,Coal Bituminous,,Coal,9742,Base Load,Closed,Boiler 02,Dry Bottom Boiler,Babcock & Wilcox,PC Opposed-Fired LNB OFA ESP-CS FGD-WS (ADA-ACIS-2014),3925000,lbs/hr,1962.5,4000,PSIG,276,1010,deg F,543,Black & Veatch,"United Engineers & Constructors, Inc.",,,39.85667,-79.896124,0
FirstEnergy Corporation,FirstEnergy Corporation,FirstEnergy Corporation,Fort Martin Power Station,Maidsville,Monongalia,WV,West Virginia,U.S.A.,Mid Atlantic,North America,Power,4931,1016578,Fort Martin 01,1008054,Steam Turbine,576,,1-Oct-67,1967,,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,9570,Base Load,Operational,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA SNCR ESP-CS FGD-WS,4000000,lbs/hr,2000,3810,PSIG,263,1010,deg F,543,Sanderson & Porter Inc,,4460,,39.711086,-79.927374,0
FirstEnergy Corporation,FirstEnergy Corporation,FirstEnergy Corporation,Hatfield's Ferry Power Station,Masontown,Fayette,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1013786,Hatfields Ferry 03,1005589,Steam Turbine,576,,1-Dec-71,1971,9-Oct-13,Coal Bituminous,,Coal,9742,Base Load,Closed,Boiler 03,Dry Bottom Boiler,Babcock & Wilcox,PC Opposed-Fired LNB OFA ESP-CS FGD-WS (ADA-ACIS-2014),3925000,lbs/hr,1962.5,4000,PSIG,276,1010,deg F,543,Black & Veatch,"United Engineers & Constructors, Inc.",,,39.85667,-79.896124,0
FirstEnergy Corporation,FirstEnergy Corporation,FirstEnergy Corporation,Hatfield's Ferry Power Station,Masontown,Fayette,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1013786,Hatfields Ferry 01,1005581,Steam Turbine,576,,1-Nov-69,1969,9-Oct-13,Coal Bituminous,,Coal,9742,Base Load,Closed,Boiler 01,Dry Bottom Boiler,Babcock & Wilcox,PC Opposed-Fired LNB OFA ESP-CS FGD-WS (ADA-ACIS-2014),3925000,lbs/hr,1962.5,4000,PSIG,276,1010,deg F,543,Black & Veatch,"United Engineers & Constructors, Inc.",,,39.85667,-79.896124,0
Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,Widows Creek Fossil Plant,Stevenson,Jackson,AL,Alabama,U.S.A.,Southeast,North America,Power,4911,1519033,Widows Creek 07,1005906,Steam Turbine,575,,1-Feb-61,1961,18-Sep-15,Coal Bituminous,,Coal,9842,Base Load,Closed,Boiler 07,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB ESP-CS FGD-WS SCR,3850000,lbs/hr,1925,2500,PSIG,172,1000,deg F,538,Tennesee Valley Authority,Tennesee Valley Authority,,,34.883497,-85.755844,0
AES Corporation,AES Indiana,AES Indiana,Petersburg Generating Station,Petersburg,Pike,IN,Indiana,U.S.A.,Great Lakes,North America,Power,4911,1012957,Petersburg 04,1004698,Steam Turbine,574,1-Jan-78,1-Apr-86,1986,31-Dec-42,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,10585,Base Load,Operational,Boiler 04,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired (LNB 2001) ESP-CS FGD-WS (ADA-ACI) (SBS - DSI),4150000,lbs/hr,2075,2400,PSIG,165,1000,deg F,538,Stone & Webster,Stone & Webster,5550,1978,38.5281,-87.2525,0
AES Corporation,AES Indiana,AES Indiana,Petersburg Generating Station,Petersburg,Pike,IN,Indiana,U.S.A.,Great Lakes,North America,Power,4911,1012957,Petersburg 03,1004697,Steam Turbine,574,,1-Nov-77,1977,31-Dec-42,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,10585,Base Load,Operational,Boiler 03,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired OFA ESP-CS FGD-WS (SCR 2004)  (ADA-ACI) (SBS - DSI) (Siemens PJ-BAG-2015),4150000,lbs/hr,2075,2400,PSIG,165,1000,deg F,538,,,5540,,38.5281,-87.2525,0
Ameren Corporation,Ameren Missouri,Ameren Missouri,Labadie Power Station,Labadie,Franklin,MO,Missouri,U.S.A.,Midwest,North America,Power,4911,1012835,Labadie 02,1005337,Steam Turbine,573.8,,1-Jun-71,1971,,Coal Subbituminous,,Coal,10493,Base Load,Operational,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS FGC SN:CE20809 (SEI's ESP-2014) (FGD-2017),4284000,lbs/hr,2142,2400,PSIG,165,1000,deg F,538,Bechtel Corporation,Bechtel Corporation,6183,,38.562481,-90.837706,0
Ameren Corporation,Ameren Missouri,Ameren Missouri,Labadie Power Station,Labadie,Franklin,MO,Missouri,U.S.A.,Midwest,North America,Power,4911,1012835,Labadie 01 ST,1005333,Steam Turbine,573.8,,1-Jun-70,1970,,Coal Subbituminous,,Coal,10493,Base Load,Operational,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS FGC SN:CE20770 (SEI's ESP-2014) (FGD-2017),4284000,lbs/hr,2142,2400,PSIG,165,1000,deg F,538,Bechtel Corporation,Bechtel Corporation,6183,,38.562481,-90.837706,0
